ORDEM;VENDA_ID;VENDA_DATA;VENDA_ANO;VENDA_MES;VENDA_STATUS;VENDA_TAMANHO;VENDA_PEDIDO;VENDA_ITEM;VENDA_QTDE;VENDA_TOTAL;PRECO_UNITARIO;PRECO_SUGERIDO;PRODUTO_CODIGO;PRODUTO_LINHA;CLIENTE_CODIGO;CLIENTE_NOME;CLIENTE_FONE;CLIENTE_ENDERECO;CLIENTE_COMPLEMENTO;CLIENTE_CIDADE;CLIENTE_ESTADO;CLIENTE_PAIS;CLIENTE_TERRITORIO;CONTATO_NOME;CONTATO_SOBRENOME
107;10105;02/11/2003;2003;2;Enviado;Grande;1;2;50;7208;100;136;S10_4757;Carros Novos;C1734;Danish Wholesale Imports;F.31 12 3555;Vinb'ltet 34;;Kobenhavn;;Dinamarca;Europa, Oriente Médio e África;Jytte;Petersen
108;10119;4/28/2003;2003;4;Enviado;Médio;2;11;46;5004.8;100;136;S10_4757;Carros Novos;C5020;Salzburg Collectables;F.6562-9555;Geislweg 14;;Salzburg;;Áustria;Europa, Oriente Médio e África;Georg;Pipps
109;10129;06/12/2003;2003;6;Enviado;Médio;2;2;33;4398.24;100;136;S10_4757;Carros Novos;CWX3 6FW;Stylish Desk Decors, Co.;F.(171) 555-0297;35 King George;;London;;Reino Unido;Europa, Oriente Médio e África;Ann;Brown
110;10143;08/10/2003;2003;8;Enviado;Médio;3;15;49;5597.76;100;136;S10_4757;Carros Novos;C50553;Mini Creations Ltd.;F.5085559555;4575 Hillside Dr.;;New Bedford;MA;Estados Unidos;América do Norte;Wing C;Tam
111;10155;10/06/2003;2003;10;Enviado;Médio;4;13;32;4526.08;100;136;S10_4757;Carros Novos;C21240;Toys of Finland, Co.;F.90-224 8555;Keskuskatu 45;;Helsinki;;Finlandia;Europa, Oriente Médio e África;Matti;Karttunen
112;10167;10/23/2003;2003;10;Cancelado;Médio;4;9;44;5924.16;100;136;S10_4757;Carros Novos;CS-844 67;Scandinavian Gift Ideas;F.0695-34 6555;?kergatan 24;;Boras;;Suécia;Europa, Oriente Médio e África;Maria;Larsson
113;10397;3/28/2005;2005;3;Enviado;Pequeno;1;1;34;2116.16;62.24;54;S72_3212;Embarcações;C31000;Alpha Cognac;F.61.77.6555;1 rue Alsace-Lorraine;;Toulouse;;França;Europa, Oriente Médio e África;Annette;Roulet
114;10186;11/14/2003;2003;11;Enviado;Médio;4;9;26;3854.24;100;136;S10_4757;Carros Novos;CWA1 1DP;Double Decker Gift Stores, Ltd;F.(171) 555-7555;120 Hanover Sq.;;London;;Reino Unido;Europa, Oriente Médio e África;Thomas;Hardy
115;10197;11/26/2003;2003;11;Enviado;Médio;4;6;45;5324.4;100;136;S10_4757;Carros Novos;C8022;Enaco Distributors;F.(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;Espanha;Europa, Oriente Médio e África;Eduardo;Saavedra
116;10209;01/09/2004;2004;1;Enviado;Médio;1;8;39;5197.92;100;136;S10_4757;Carros Novos;;Men 'R' US Retailers, Ltd.;F.2155554369;6047 Douglas Av.;;Los Angeles;CA;Estados Unidos;América do Norte;Michael;Chandler
117;10222;2/19/2004;2004;2;Enviado;Médio;1;12;49;5997.6;100;136;S10_4757;Carros Novos;C91217;Collectable Mini Designs Co.;F.7605558146;361 Furth Circle;;San Diego;CA;Estados Unidos;América do Norte;Valarie;Thompson
118;10248;05/07/2004;2004;5;Cancelado;Pequeno;2;3;20;2910.4;100;136;S10_4757;Carros Novos;C10022;Land of Toys Inc.;F.2125557818;897 Long Airport Avenue;;NYC;NY;Estados Unidos;América do Norte;Kwai;Yu
119;10261;6/17/2004;2004;6;Enviado;Médio;2;1;27;3378.24;100;136;S10_4757;Carros Novos;CH1J 1C3;Quebec Home Shopping Network;F.(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;Canadá;América do Norte;Jean;Fresnisre
120;10273;7/21/2004;2004;7;Enviado;Médio;3;4;30;3508.8;100;136;S10_4757;Carros Novos;CB-1180;Petit Auto;F.(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;Bélgica;Europa, Oriente Médio e África;Catherine;Dewey
121;10283;8/20/2004;2004;8;Enviado;Pequeno;3;6;25;2992;100;136;S10_4757;Carros Novos;CT2F 8M4;Royal Canadian Collectables, Ltd.;F.(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;Canadá;América do Norte;Elizabeth;Lincoln
122;10295;09/10/2004;2004;9;Enviado;Médio;3;1;24;3427.2;100;136;S10_4757;Carros Novos;C51003;Gifts4AllAges.com;F.6175559555;8616 Spinnaker Dr.;;Boston;MA;Estados Unidos;América do Norte;Juri;Yoshido
123;10307;10/14/2004;2004;10;Enviado;Pequeno;4;9;22;2692.8;100;136;S10_4757;Carros Novos;C71270;Classic Gift Ideas, Inc;F.2155554695;782 First Street;;Philadelphia;PA;Estados Unidos;América do Norte;Francisca;Cervantes
124;10316;11/01/2004;2004;11;Enviado;Médio;4;17;33;4128.96;100;136;S10_4757;Carros Novos;CPO31 7PJ;giftsbymail.co.uk;F.(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;Reino Unido;Europa, Oriente Médio e África;Helen;Bennett
125;10325;11/05/2004;2004;11;Enviado;Médio;4;6;47;3051.71;64.93;136;S10_4757;Carros Novos;C4110;Baane Mini Imports;F.07-98 9555;Erling Skakkes gate 78;;Stavern;;Noruega;Europa, Oriente Médio e África;Jonas;Bergulfsen
126;10337;11/21/2004;2004;11;Enviado;Pequeno;4;8;25;1201.25;48.05;136;S10_4757;Carros Novos;C10022;Classic Legends Inc.;F.2125558493;5905 Pompton St.;Suite 750;NYC;NY;Estados Unidos;América do Norte;Maria;Hernandez
127;10350;12/02/2004;2004;12;Enviado;Pequeno;4;5;26;1962.22;75.47;136;S10_4757;Carros Novos;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
128;10359;12/15/2004;2004;12;Enviado;Pequeno;4;6;48;2624.64;54.68;136;S10_4757;Carros Novos;C51100;Reims Collectables;F.26.47.1555;59 rue de l'Abbaye;;Reims;;França;Europa, Oriente Médio e África;Paul;Henriot
129;10373;1/31/2005;2005;1;Enviado;Médio;1;3;39;4046.25;100;136;S10_4757;Carros Novos;C90110;Oulu Toy Supplies, Inc.;F.981-443655;Torikatu 38;;Oulu;;Finlandia;Europa, Oriente Médio e África;Pirkko;Koskitalo
130;10384;2/23/2005;2005;2;Enviado;Médio;1;4;34;4846.7;100;136;S10_4757;Carros Novos;;Corporate Gift Ideas Co.;F.6505551386;7734 Strong St.;;San Francisco;CA;Estados Unidos;América do Norte;Julie;Brown
131;10395;3/17/2005;2005;3;Enviado;Médio;1;2;32;3370.56;100;136;S10_4757;Carros Novos;C75508;Lyon Souveniers;F.+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;França;Europa, Oriente Médio e África;Daniel;Da Cunha
132;10400;04/01/2005;2005;4;Enviado;Grande;2;9;64;9661.44;100;136;S10_4757;Carros Novos;C94217;The Sharp Gifts Warehouse;F.4085553659;3086 Ingle Ln.;;San Jose;CA;Estados Unidos;América do Norte;Sue;Frick
133;10414;05/06/2005;2005;5;Aguardando;Pequeno;2;3;19;2764.88;100;136;S10_4757;Carros Novos;C51003;Gifts4AllAges.com;F.6175559555;8616 Spinnaker Dr.;;Boston;MA;Estados Unidos;América do Norte;Juri;Yoshido
134;10103;1/29/2003;2003;1;Enviado;Médio;1;4;42;5398.26;100;147;S10_4962;Carros Novos;C4110;Baane Mini Imports;F.07-98 9555;Erling Skakkes gate 78;;Stavern;;Noruega;Europa, Oriente Médio e África;Jonas;Bergulfsen
135;10114;04/01/2003;2003;4;Enviado;Médio;2;8;31;4305.28;100;147;S10_4962;Carros Novos;C75012;La Corne D'abondance, Co.;F.(1) 42.34.2555;265, boulevard Charonne;;Paris;;França;Europa, Oriente Médio e África;Marie;Bertrand
136;10126;5/28/2003;2003;5;Enviado;Médio;2;4;22;3347.74;100;147;S10_4962;Carros Novos;C28023;Corrida Auto Replicas, Ltd;F.(91) 555 22 82;C/ Araquil, 67;;Madrid;;Espanha;Europa, Oriente Médio e África;Mart¡n;Sommer
137;10140;7/24/2003;2003;7;Enviado;Médio;3;4;26;3188.12;100;147;S10_4962;Carros Novos;C94217;Technics Stores Inc.;F.6505556809;9408 Furth Circle;;Burlingame;CA;Estados Unidos;América do Norte;Juri;Hirano
138;10150;9/19/2003;2003;9;Enviado;Médio;3;1;20;3191.2;100;147;S10_4962;Carros Novos;C79903;Dragon Souveniers, Ltd.;F.+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;Singapura;Japão;Eric;Natividad
139;10164;10/21/2003;2003;10;Resolvido;Médio;4;2;21;3536.82;100;147;S10_4962;Carros Novos;C8010;Mini Auto Werke;F.7675-3555;Kirchgasse 6;;Graz;;Áustria;Europa, Oriente Médio e África;Roland;Mendel
140;10175;11/06/2003;2003;11;Enviado;Médio;4;9;33;5362.83;100;147;S10_4962;Carros Novos;CWX3 6FW;Stylish Desk Decors, Co.;F.(171) 555-0297;35 King George;;London;;Reino Unido;Europa, Oriente Médio e África;Ann;Brown
141;10183;11/13/2003;2003;11;Enviado;Médio;4;1;28;3433.36;100;147;S10_4962;Carros Novos;C71270;Classic Gift Ideas, Inc;F.2155554695;782 First Street;;Philadelphia;PA;Estados Unidos;América do Norte;Francisca;Cervantes
142;10194;11/25/2003;2003;11;Enviado;Médio;4;4;26;4263.74;100;147;S10_4962;Carros Novos;C69004;Saveley & Henriot, Co.;F.78.32.5555;2, rue du Commerce;;Lyon;;França;Europa, Oriente Médio e África;Mary;Saveley
143;10207;12/09/2003;2003;12;Enviado;Médio;4;15;31;4076.19;100;147;S10_4962;Carros Novos;C51003;Diecast Collectables;F.6175552555;6251 Ingle Ln.;;Boston;MA;Estados Unidos;América do Norte;Valarie;Franco
144;10217;02/04/2004;2004;2;Enviado;Grande;1;4;48;7020.48;100;147;S10_4962;Carros Novos;C69045;Handji Gifts& Co;F.+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;Singapura;Ásia-Pacífico;Wendy;Victorino
145;10229;03/11/2004;2004;3;Enviado;Médio;1;9;50;6426.5;100;147;S10_4962;Carros Novos;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
146;10245;05/04/2004;2004;5;Enviado;Médio;2;2;28;4591.72;100;147;S10_4962;Carros Novos;C97823;Super Scale Inc.;F.2035559545;567 North Pendale Street;;New Haven;CT;Estados Unidos;América do Norte;Leslie;Murphy
147;10259;6/15/2004;2004;6;Enviado;Médio;2;12;26;4033.38;100;147;S10_4962;Carros Novos;C69045;Handji Gifts& Co;F.+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;Singapura;Ásia-Pacífico;Wendy;Victorino
148;10270;7/19/2004;2004;7;Enviado;Médio;3;2;32;4302.08;100;147;S10_4962;Carros Novos;C2067;Souveniers And Things Co.;F.+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;Austrália;Ásia-Pacífico;Adrian;Huxley
149;10281;8/19/2004;2004;8;Enviado;Grande;3;9;44;7020.64;100;147;S10_4962;Carros Novos;C70267;Diecast Classics Inc.;F.2155551555;7586 Pompton St.;;Allentown;PA;Estados Unidos;América do Norte;Kyung;Yu
150;10291;09/08/2004;2004;9;Enviado;Médio;3;4;30;3855.9;100;147;S10_4962;Carros Novos;CS-844 67;Scandinavian Gift Ideas;F.0695-34 6555;?kergatan 24;;Boras;;Suécia;Europa, Oriente Médio e África;Maria;Larsson
151;10305;10/13/2004;2004;10;Enviado;Médio;4;13;38;6680.78;100;147;S10_4962;Carros Novos;C51247;Marta's Replicas Co.;F.6175558555;39323 Spinnaker Dr.;;Cambridge;MA;Estados Unidos;América do Norte;Marta;Hernandez
152;10313;10/22/2004;2004;10;Enviado;Médio;4;7;40;6678;100;147;S10_4962;Carros Novos;CV3F 2K1;Canadian Gift Exchange Network;F.(604) 555-3392;1900 Oak St.;;Vancouver;BC;Canadá;América do Norte;Yoshi;Tannamuri
153;10322;11/04/2004;2004;11;Enviado;Pequeno;4;8;46;2851.54;61.99;147;S10_4962;Carros Novos;C62005;Online Diecast Creations Co.;F.6035558647;2304 Long Airport Avenue;;Nashua;NH;Estados Unidos;América do Norte;Valarie;Young
154;10334;11/19/2004;2004;11;Aguardando;Médio;4;2;26;3188.12;100;147;S10_4962;Carros Novos;CS-958 22;Volvo Model Replicas, Co;F.0921-12 3555;Berguvsv„gen  8;;Lule;;Suécia;Europa, Oriente Médio e África;Christina;Berglund
155;10347;11/29/2004;2004;11;Enviado;Médio;4;2;27;4428;100;147;S10_4962;Carros Novos;C3004;Australian Collectors, Co.;F.03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;Austrália;Ásia-Pacífico;Peter;Ferguson
156;10357;12/10/2004;2004;12;Enviado;Médio;4;9;43;5780.92;100;147;S10_4962;Carros Novos;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
157;10370;1/20/2005;2005;1;Enviado;Pequeno;1;4;35;2297.05;65.63;147;S10_4962;Carros Novos;C2060;Anna's Decorations, Ltd;F.02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;Austrália;Ásia-Pacífico;Anna;O'Hara
158;10381;2/17/2005;2005;2;Enviado;Médio;1;6;37;6231.54;100;147;S10_4962;Carros Novos;;Corporate Gift Ideas Co.;F.6505551386;7734 Strong St.;;San Francisco;CA;Estados Unidos;América do Norte;Julie;Brown
159;10391;03/09/2005;2005;3;Enviado;Pequeno;1;7;37;1735.3;46.9;147;S10_4962;Carros Novos;C2060;Anna's Decorations, Ltd;F.02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;Austrália;Ásia-Pacífico;Anna;O'Hara
160;10411;05/01/2005;2005;5;Enviado;Médio;2;2;27;4427.73;100;147;S10_4962;Carros Novos;CH1J 1C3;Quebec Home Shopping Network;F.(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;Canadá;América do Norte;Jean;Fresnisre
161;10425;5/31/2005;2005;5;Processando;Médio;2;12;38;5894.94;100;147;S10_4962;Carros Novos;C44000;La Rochelle Gifts;F.40.67.8555;67, rue des Cinquante Otages;;Nantes;;França;Europa, Oriente Médio e África;Janine;Labrune
162;10108;03/03/2003;2003;3;Enviado;Médio;1;6;33;5265.15;100;194;S12_1099;Carros Novos;C1227 MM;Cruz & Sons Co.;F.+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;Filipinas;Japão;Arnold;Cruz
163;10122;05/08/2003;2003;5;Enviado;Grande;2;10;42;7599.9;100;194;S12_1099;Carros Novos;C13008;Marseille Mini Autos;F.91.24.4555;12, rue des Bouchers;;Marseille;;França;Europa, Oriente Médio e África;Laurence;Lebihan
164;10135;07/02/2003;2003;7;Enviado;Grande;3;7;42;8008.56;100;194;S12_1099;Carros Novos;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
165;10147;09/05/2003;2003;9;Enviado;Grande;3;7;48;9245.76;100;194;S12_1099;Carros Novos;C58339;Collectables For Less Inc.;F.6175558555;7825 Douglas Av.;;Brickhaven;MA;Estados Unidos;América do Norte;Allen;Nelson
166;10159;10/10/2003;2003;10;Enviado;Grande;4;2;41;8296.35;100;194;S12_1099;Carros Novos;;Corporate Gift Ideas Co.;F.6505551386;7734 Strong St.;;San Francisco;CA;Estados Unidos;América do Norte;Julie;Brown
167;10169;11/04/2003;2003;11;Enviado;Médio;4;2;30;5019.9;100;194;S12_1099;Carros Novos;C2060;Anna's Decorations, Ltd;F.02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;Austrália;Ásia-Pacífico;Anna;O'Hara
168;10181;11/12/2003;2003;11;Enviado;Médio;4;14;27;5411.07;100;194;S12_1099;Carros Novos;CN 5804;Herkku Gifts;F.+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;Noruega;Europa, Oriente Médio e África;Veysel;Oeztan
169;10191;11/20/2003;2003;11;Enviado;Médio;4;3;21;3840.9;100;194;S12_1099;Carros Novos;C50739;Toms Spezialitten, Ltd;F.0221-5554327;Mehrheimerstr. 369;;Koln;;Alemanha;Europa, Oriente Médio e África;Henriette;Pfalzheim
170;10203;12/02/2003;2003;12;Enviado;Médio;4;8;20;3930.4;100;194;S12_1099;Carros Novos;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
171;10211;1/15/2004;2004;1;Enviado;Grande;1;2;41;7498.9;100;194;S12_1099;Carros Novos;C75016;Auto Canal Petit;F.(1) 47.55.6555;25, rue Lauriston;;Paris;;França;Europa, Oriente Médio e África;Dominique;Perrier
172;10225;2/22/2004;2004;2;Enviado;Médio;1;9;27;4517.91;100;194;S12_1099;Carros Novos;C1203;Vida Sport, Ltd;F.0897-034555;Grenzacherweg 237;;Gensve;;Suíça;Europa, Oriente Médio e África;Michael;Holz
173;10238;04/09/2004;2004;4;Enviado;Médio;2;3;28;5774.72;100;194;S12_1099;Carros Novos;C1734;Danish Wholesale Imports;F.31 12 3555;Vinb'ltet 34;;Kobenhavn;;Dinamarca;Europa, Oriente Médio e África;Jytte;Petersen
174;10253;06/01/2004;2004;6;Cancelado;Médio;2;13;24;3922.56;100;194;S12_1099;Carros Novos;CWX1 6LT;UK Collectables, Ltd.;F.(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;Reino Unido;Europa, Oriente Médio e África;Elizabeth;Devon
175;10266;07/06/2004;2004;7;Enviado;Grande;3;14;44;9160.36;100;194;S12_1099;Carros Novos;C42100;L'ordine Souveniers;F.0522-556555;Strada Provinciale 124;;Reggio Emilia;;Itália;Europa, Oriente Médio e África;Maurizio;Moroni
176;10276;08/02/2004;2004;8;Enviado;Grande;3;3;50;9631;100;194;S12_1099;Carros Novos;C58339;Online Mini Collectables;F.6175557555;7635 Spinnaker Dr.;;Brickhaven;MA;Estados Unidos;América do Norte;Miguel;Barajas
177;10287;8/30/2004;2004;8;Enviado;Médio;3;12;21;3432.24;100;194;S12_1099;Carros Novos;C1203;Vida Sport, Ltd;F.0897-034555;Grenzacherweg 237;;Gensve;;Suíça;Europa, Oriente Médio e África;Michael;Holz
178;10300;10/04/2003;2003;10;Enviado;Médio;4;5;33;5521.89;100;194;S12_1099;Carros Novos;C60528;Blauer See Auto, Co.;F.+49 69 66 90 2555;Lyonerstr. 34;;Frankfurt;;Alemanha;Europa, Oriente Médio e África;Roland;Keitel
179;10310;10/16/2004;2004;10;Enviado;Médio;4;10;33;6934.62;100;194;S12_1099;Carros Novos;C50739;Toms Spezialitten, Ltd;F.0221-5554327;Mehrheimerstr. 369;;Koln;;Alemanha;Europa, Oriente Médio e África;Henriette;Pfalzheim
180;10320;11/03/2004;2004;11;Enviado;Médio;4;3;31;6876.11;100;194;S12_1099;Carros Novos;CS-958 22;Volvo Model Replicas, Co;F.0921-12 3555;Berguvsv„gen  8;;Lule;;Suécia;Europa, Oriente Médio e África;Christina;Berglund
181;10329;11/15/2004;2004;11;Enviado;Pequeno;4;5;41;2930.27;71.47;194;S12_1099;Carros Novos;C10022;Land of Toys Inc.;F.2125557818;897 Long Airport Avenue;;NYC;NY;Estados Unidos;América do Norte;Kwai;Yu
182;10341;11/24/2004;2004;11;Enviado;Médio;4;2;45;3584.25;79.65;194;S12_1099;Carros Novos;C5020;Salzburg Collectables;F.6562-9555;Geislweg 14;;Salzburg;;Áustria;Europa, Oriente Médio e África;Georg;Pipps
183;10363;01/06/2005;2005;1;Enviado;Pequeno;1;3;33;2817.87;85.39;194;S12_1099;Carros Novos;CFIN-02271;Suominen Souveniers;F.+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;Finlandia;Europa, Oriente Médio e África;Kalle;Suominen
184;10375;02/03/2005;2005;2;Enviado;Médio;1;7;45;3420;76;194;S12_1099;Carros Novos;C44000;La Rochelle Gifts;F.40.67.8555;67, rue des Cinquante Otages;;Nantes;;França;Europa, Oriente Médio e África;Janine;Labrune
185;10389;03/03/2005;2005;3;Enviado;Pequeno;1;4;26;2575.04;99.04;194;S12_1099;Carros Novos;CS-844 67;Scandinavian Gift Ideas;F.0695-34 6555;?kergatan 24;;Boras;;Suécia;Europa, Oriente Médio e África;Maria;Larsson
186;10419;5/17/2005;2005;5;Enviado;Pequeno;2;13;12;1961.28;100;194;S12_1099;Carros Novos;C5020;Salzburg Collectables;F.6562-9555;Geislweg 14;;Salzburg;;Áustria;Europa, Oriente Médio e África;Georg;Pipps
187;10105;02/11/2003;2003;2;Enviado;Grande;1;15;41;8690.36;100;207;S12_1108;Carros Novos;C1734;Danish Wholesale Imports;F.31 12 3555;Vinb'ltet 34;;Kobenhavn;;Dinamarca;Europa, Oriente Médio e África;Jytte;Petersen
188;10117;4/16/2003;2003;4;Enviado;Médio;2;9;33;6034.38;100;207;S12_1108;Carros Novos;C79903;Dragon Souveniers, Ltd.;F.+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;Singapura;Japão;Eric;Natividad
189;10127;06/03/2003;2003;6;Enviado;Grande;2;2;46;11279.2;100;207;S12_1108;Carros Novos;C10022;Muscle Machine Inc;F.2125557413;4092 Furth Circle;Suite 400;NYC;NY;Estados Unidos;América do Norte;Jeff;Young
190;10142;08/08/2003;2003;8;Enviado;Grande;3;12;33;8023.29;100;207;S12_1108;Carros Novos;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
191;10153;9/28/2003;2003;9;Enviado;Médio;3;11;20;4904;100;207;S12_1108;Carros Novos;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
192;10165;10/22/2003;2003;10;Enviado;Grande;4;3;44;8594.52;100;207;S12_1108;Carros Novos;C79903;Dragon Souveniers, Ltd.;F.+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;Singapura;Japão;Eric;Natividad
193;10176;11/06/2003;2003;11;Enviado;Grande;4;2;33;7474.5;100;207;S12_1108;Carros Novos;C42100;L'ordine Souveniers;F.0522-556555;Strada Provinciale 124;;Reggio Emilia;;Itália;Europa, Oriente Médio e África;Maurizio;Moroni
194;10185;11/14/2003;2003;11;Enviado;Médio;4;13;21;3883.74;100;207;S12_1108;Carros Novos;C50553;Mini Creations Ltd.;F.5085559555;4575 Hillside Dr.;;New Bedford;MA;Estados Unidos;América do Norte;Wing C;Tam
195;10196;11/26/2003;2003;11;Enviado;Grande;4;5;47;8887.7;100;207;S12_1108;Carros Novos;C97823;Super Scale Inc.;F.2035559545;567 North Pendale Street;;New Haven;CT;Estados Unidos;América do Norte;Leslie;Murphy
196;10208;01/02/2004;2004;1;Enviado;Grande;1;13;46;8602.92;100;207;S12_1108;Carros Novos;C69004;Saveley & Henriot, Co.;F.78.32.5555;2, rue du Commerce;;Lyon;;França;Europa, Oriente Médio e África;Mary;Saveley
197;10220;02/12/2004;2004;2;Enviado;Grande;1;2;32;7181.44;100;207;S12_1108;Carros Novos;C2;Clover Collections, Co.;F.+353 1862 1555;25 Maiden Lane;Floor No. 4;Dublin;;Irlanda;Europa, Oriente Médio e África;Dean;Cassidy
198;10231;3/19/2004;2004;3;Enviado;Grande;1;2;42;8378.58;100;207;S12_1108;Carros Novos;C28023;CAF Imports;F.+34 913 728 555;Merchants House, 27-30 Merchant's Quay;;Madrid;;Espanha;Europa, Oriente Médio e África;Jesus;Fernandez
199;10247;05/05/2004;2004;5;Enviado;Grande;2;2;44;10606.2;100;207;S12_1108;Carros Novos;CFIN-02271;Suominen Souveniers;F.+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;Finlandia;Europa, Oriente Médio e África;Kalle;Suominen
200;10272;7/20/2004;2004;7;Enviado;Médio;3;2;35;5818.4;100;207;S12_1108;Carros Novos;C70267;Diecast Classics Inc.;F.2155551555;7586 Pompton St.;;Allentown;PA;Estados Unidos;América do Norte;Kyung;Yu
201;10282;8/20/2004;2004;8;Enviado;Grande;3;5;41;7071.27;100;207;S12_1108;Carros Novos;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
202;10293;09/09/2004;2004;9;Enviado;Grande;3;8;46;8411.56;100;207;S12_1108;Carros Novos;C10100;Amica Models & Co.;F.011-4988555;Via Monte Bianco 34;;Torino;;Itália;Europa, Oriente Médio e África;Paolo;Accorti
203;10306;10/14/2004;2004;10;Enviado;Médio;4;13;31;6570.76;100;207;S12_1108;Carros Novos;CEC2 5NT;AV Stores, Co.;F.(171) 555-1555;Fauntleroy Circus;;Manchester;;Reino Unido;Europa, Oriente Médio e África;Victoria;Ashworth
204;10314;10/22/2004;2004;10;Enviado;Grande;4;5;38;7975.44;100;207;S12_1108;Carros Novos;C8200;Heintze Collectables;F.86 21 3555;Smagsloget 45;;Aaarhus;;Dinamarca;Europa, Oriente Médio e África;Palle;Ibsen
205;10325;11/05/2004;2004;11;Enviado;Pequeno;4;8;42;2688;64;207;S12_1108;Carros Novos;C4110;Baane Mini Imports;F.07-98 9555;Erling Skakkes gate 78;;Stavern;;Noruega;Europa, Oriente Médio e África;Jonas;Bergulfsen
206;10336;11/20/2004;2004;11;Enviado;Pequeno;4;10;33;1888.26;57.22;207;S12_1108;Carros Novos;C75012;La Corne D'abondance, Co.;F.(1) 42.34.2555;265, boulevard Charonne;;Paris;;França;Europa, Oriente Médio e África;Marie;Bertrand
207;10348;11/01/2004;2004;11;Enviado;Pequeno;4;8;48;2513.28;52.36;207;S12_1108;Carros Novos;C28023;Corrida Auto Replicas, Ltd;F.(91) 555 22 82;C/ Araquil, 67;;Madrid;;Espanha;Europa, Oriente Médio e África;Mart¡n;Sommer
208;10359;12/15/2004;2004;12;Enviado;Médio;4;8;42;4764.48;100;207;S12_1108;Carros Novos;C51100;Reims Collectables;F.26.47.1555;59 rue de l'Abbaye;;Reims;;França;Europa, Oriente Médio e África;Paul;Henriot
